LOCATIONID,LAT,LON,POLICE_DISTRICT,DISTRICT
3405,42.36,-71.06,A1,Downtown?
3406,42.25,-71.13,E18,Hyde Park
3407,42.3,-71.06,C11,Dorchester
3408,42.29,-71.09,B3,Mattapan
3409,42.3,-71.06,C11,Dorchester
3410,42.32,-71.08,B2,Roxbury
3411,42.35,-71.06,A1,Downtown?
3412,42.26,-71.13,E18,Hyde Park
3413,42.35,-71.14,D14,Brighton
3414,42.3,-71.06,C11,Dorchester
3415,42.32,-71.07,B2,Roxbury
3416,,,B2,Roxbury
3417,42.29,-71.06,C11,Dorchester
3418,42.28,-71.16,E5,West Roxbury
3419,42.29,-71.17,E5,West Roxbury
3420,,,E5,West Roxbury
3421,42.34,-71.08,D4,South End
3422,42.27,-71.13,E18,Hyde Park
3423,42.34,-71.08,D4,South End
3424,42.31,-71.12,E13,Jamaica Plain
3425,42.35,-71.15,D14,Brighton
3426,42.33,-71.04,C6,South Boston
3427,42.35,-71.09,D4,South End
3428,42.33,-71.07,C6,South Boston
3429,42.3,-71.09,B3,Mattapan
3430,42.38,-71.04,A7,East Boston
3431,42.32,-71.08,B2,Roxbury
3432,42.35,-71.06,A1,Downtown?
3433,42.33,-71.1,B2,Roxbury
3434,42.32,-71.07,B2,Roxbury
3435,42.32,-71.1,E13,Jamaica Plain
3436,42.33,-71.05,C6,South Boston
3437,42.29,-71.11,,
3438,42.32,-71.09,B2,Roxbury
3439,42.31,-71.06,C11,Dorchester
3440,42.32,-71.06,B2,Roxbury
3441,42.33,-71.07,C6,South Boston
3442,42.34,-71.15,D14,Brighton
3443,42.33,-71.1,B2,Roxbury
3444,42.34,-71.15,D14,Brighton
3445,42.37,-71.04,A7,East Boston
3446,42.33,-71.09,B2,Roxbury
3447,42.34,-71.04,C6,South Boston
3448,42.33,-71.1,B2,Roxbury
3449,42.26,-71.16,E5,West Roxbury
3450,42.33,-71.05,C6,South Boston
3451,42.3,-71.12,E5,West Roxbury
3452,42.28,-71.05,C11,Dorchester
3453,42.27,-71.15,E5,West Roxbury
3454,42.35,-71.1,D4,South End
3455,42.33,-71.09,B2,Roxbury
3456,42.35,-71.06,A1,Downtown?
3457,42.29,-71.08,B3,Mattapan
3458,42.32,-71.11,E13,Jamaica Plain
3459,42.35,-71.17,D14,Brighton
3460,,,D4,South End
3461,42.28,-71.1,B3,Mattapan
3462,42.35,-71.09,D4,South End
3463,42.27,-71.09,B3,Mattapan
3464,42.28,-71.13,E5,West Roxbury
3465,42.36,-71.13,D14,Brighton
3466,42.31,-71.08,B2,Roxbury
3467,42.28,-71.08,B3,Mattapan
3468,42.31,-71.12,E13,Jamaica Plain
3469,42.3,-71.06,C11,Dorchester
3470,,,A1,Downtown?
3471,-1.0,-1.0,,
3472,42.35,-71.08,D4,South End
3473,42.32,-71.09,B2,Roxbury
3474,42.36,-71.06,A1,Downtown?
3475,42.35,-71.08,D4,South End
3476,42.31,-71.08,B2,Roxbury
3477,42.27,-71.12,E18,Hyde Park
3478,42.3,-71.08,B3,Mattapan
3479,42.26,-71.16,E5,West Roxbury
3480,42.26,-71.12,E18,Hyde Park
3481,42.34,-71.09,D4,South End
3482,42.34,-71.05,C6,South Boston
3483,42.31,-71.07,B2,Roxbury
3484,42.33,-71.07,B2,Roxbury
3485,42.29,-71.04,C11,Dorchester
3486,42.32,-71.04,C6,South Boston
3487,42.34,-71.17,D14,Brighton
3488,42.26,-71.16,E5,West Roxbury
3489,42.31,-71.07,B2,Roxbury
3490,42.31,-71.1,E13,Jamaica Plain
3491,42.37,-71.07,A15,Charlestown
3492,42.34,-71.05,C6,South Boston
3493,42.26,-71.1,E18,Hyde Park
3494,42.28,-71.11,E18,Hyde Park
3495,42.36,-71.06,A1,Downtown?
3496,42.34,-71.06,D4,South End
3497,42.28,-71.15,E5,West Roxbury
3498,42.35,-71.06,A1,Downtown?
3499,42.35,-71.16,D14,Brighton
3500,42.38,-71.04,A7,East Boston
3501,42.34,-71.1,B2,Roxbury
3502,42.33,-71.04,C6,South Boston
3503,,,A15,Charlestown
3504,,,D4,South End
3505,42.31,-71.1,E13,Jamaica Plain
3506,42.33,-71.05,C6,South Boston
3507,42.27,-71.11,E18,Hyde Park
3508,42.28,-71.09,B3,Mattapan
3509,42.36,-71.05,A1,Downtown?
3510,42.36,-71.15,D14,Brighton
3511,,,C11,Dorchester
3512,42.34,-71.14,D14,Brighton
3513,42.36,-71.06,A1,Downtown?
3514,,,,
3515,42.38,-71.02,A7,East Boston
3516,42.35,-71.05,A1,Downtown?
3517,42.31,-71.09,B2,Roxbury
3518,42.27,-71.07,C11,Dorchester
3519,42.28,-71.08,B3,Mattapan
3520,42.34,-71.04,C6,South Boston
3521,42.32,-71.08,B2,Roxbury
3522,42.34,-71.03,C6,South Boston
3523,42.33,-71.05,C6,South Boston
3524,,,C11,Dorchester
3525,42.32,-71.08,B2,Roxbury
3526,42.34,-71.06,C6,South Boston
3527,42.35,-71.16,D14,Brighton
3528,42.34,-71.15,D14,Brighton
3529,42.31,-71.05,C11,Dorchester
3530,42.38,-71.06,A15,Charlestown
3531,,,B3,Mattapan
3532,42.29,-71.07,C11,Dorchester
3533,42.39,-71.01,A7,East Boston
3534,42.32,-71.05,C6,South Boston
3535,42.24,-71.14,E18,Hyde Park
3536,42.37,-71.04,A7,East Boston
3537,42.33,-71.04,C6,South Boston
3538,42.28,-71.1,B3,Mattapan
3539,42.35,-71.14,D14,Brighton
3540,42.35,-71.09,D4,South End
3541,42.31,-71.09,B2,Roxbury
3542,42.35,-71.06,A1,Downtown?
3543,42.38,-71.07,A15,Charlestown
3544,42.33,-71.08,B2,Roxbury
3545,42.25,-71.12,E18,Hyde Park
3546,42.31,-71.06,C11,Dorchester
3547,42.27,-71.1,B3,Mattapan
3548,42.33,-71.07,B2,Roxbury
3549,42.29,-71.08,B3,Mattapan
3550,,,A1,Downtown?
3551,42.3,-71.05,C11,Dorchester
3552,42.36,-71.13,D14,Brighton
3553,42.35,-71.07,A1,Downtown?
3554,42.3,-71.08,B3,Mattapan
3555,42.34,-71.07,D4,South End
3556,42.29,-71.15,E5,West Roxbury
3557,42.35,-71.06,A1,Downtown?
3558,42.34,-71.05,C6,South Boston
3559,42.28,-71.13,E5,West Roxbury
3560,42.36,-71.06,A1,Downtown?
3561,42.28,-71.1,B3,Mattapan
3562,42.36,-71.13,D14,Brighton
3563,42.35,-71.09,D4,South End
3564,42.31,-71.07,C11,Dorchester
3565,42.34,-71.07,D4,South End
3566,42.35,-71.13,D14,Brighton
3567,42.29,-71.08,B3,Mattapan
3568,42.3,-71.09,B3,Mattapan
3569,42.28,-71.16,E5,West Roxbury
3570,42.3,-71.08,B3,Mattapan
3571,42.27,-71.15,E5,West Roxbury
3572,42.38,-71.04,A7,East Boston
3573,42.38,-71.03,A7,East Boston
3574,42.28,-71.08,B3,Mattapan
3575,42.32,-71.06,C6,South Boston
3576,42.36,-71.06,A1,Downtown?
3577,42.27,-71.08,B3,Mattapan
3578,42.26,-71.16,E5,West Roxbury
3579,42.34,-71.1,D4,South End
3580,42.31,-71.06,C11,Dorchester
3581,42.28,-71.09,B3,Mattapan
3582,42.36,-71.05,A1,Downtown?
3583,42.34,-71.08,D4,South End
3584,42.28,-71.12,E18,Hyde Park
3585,42.28,-71.13,E5,West Roxbury
3586,42.34,-71.05,C6,South Boston
3587,42.27,-71.1,B3,Mattapan
3588,42.38,-71.06,A15,Charlestown
3589,42.28,-71.09,B3,Mattapan
3590,42.31,-71.09,B2,Roxbury
3591,42.3,-71.15,E5,West Roxbury
3592,42.26,-71.15,E5,West Roxbury
3593,42.29,-71.05,C11,Dorchester
3594,42.27,-71.15,E5,West Roxbury
3595,42.29,-71.08,B3,Mattapan
3596,42.31,-71.06,C11,Dorchester
3597,42.33,-71.09,B2,Roxbury
3598,42.37,-71.04,A7,East Boston
3599,42.28,-71.12,E18,Hyde Park
3600,42.29,-71.06,C11,Dorchester
3601,,,D4,South End
3602,42.31,-71.09,B2,Roxbury
3603,42.28,-71.12,E5,West Roxbury
3604,42.29,-71.14,E5,West Roxbury
3605,42.35,-71.07,A1,Downtown?
3606,42.34,-71.08,D4,South End
3607,42.28,-71.16,E5,West Roxbury
3608,42.29,-71.07,C11,Dorchester
3609,42.35,-71.07,A1,Downtown?
3610,42.37,-71.13,D14,Brighton
3611,42.36,-71.13,D14,Brighton
3612,42.35,-71.17,D14,Brighton
3613,42.29,-71.09,B3,Mattapan
3614,42.29,-71.06,C11,Dorchester
3615,42.28,-71.08,B3,Mattapan
3616,42.38,-71.04,A7,East Boston
3617,42.27,-71.11,E18,Hyde Park
3618,42.26,-71.16,E5,West Roxbury
3619,42.28,-71.06,C11,Dorchester
3620,42.37,-71.06,A15,Charlestown
3621,42.32,-71.08,B2,Roxbury
3622,42.31,-71.1,E13,Jamaica Plain
3623,42.29,-71.05,C11,Dorchester
3624,42.27,-71.11,E18,Hyde Park
3625,42.38,-71.03,A7,East Boston
3626,42.35,-71.14,D14,Brighton
3627,42.36,-71.06,A1,Downtown?
3628,42.38,-71.03,A7,East Boston
3629,42.34,-71.08,D4,South End
3630,42.35,-71.07,D4,South End
3631,42.26,-71.11,E18,Hyde Park
3632,42.33,-71.04,C6,South Boston
3633,42.35,-71.07,A1,Downtown?
3634,42.28,-71.09,B3,Mattapan
3635,42.36,-71.07,A1,Downtown?
3636,42.34,-71.04,C6,South Boston
3637,42.37,-71.06,A15,Charlestown
3638,42.37,-71.05,A1,Downtown?
3639,42.29,-71.12,E18,Hyde Park
3640,42.31,-71.09,B2,Roxbury
3641,42.36,-71.05,A1,Downtown?
3642,42.38,-71.04,A7,East Boston
3643,42.34,-71.11,B2,Roxbury
3644,42.36,-71.05,A1,Downtown?
3645,42.36,-71.05,A1,Downtown?
3646,42.31,-71.06,C11,Dorchester
3647,42.27,-71.11,E18,Hyde Park
3648,42.29,-71.12,E13,Jamaica Plain
3649,42.33,-71.06,C6,South Boston
3650,42.36,-71.06,A1,Downtown?
3651,42.29,-71.07,C11,Dorchester
3652,,,E13,Jamaica Plain
3653,42.38,-71.02,A7,East Boston
3654,42.29,-71.09,B3,Mattapan
3655,42.35,-71.17,D14,Brighton
3656,42.38,-71.04,A7,East Boston
3657,42.34,-71.04,C6,South Boston
3658,42.34,-71.07,D4,South End
3659,42.29,-71.14,E5,West Roxbury
3660,,,A1,Downtown?
3661,42.23,-71.13,E18,Hyde Park
3662,42.35,-71.08,D4,South End
3663,42.35,-71.15,D14,Brighton
3664,42.26,-71.12,E18,Hyde Park
3665,42.31,-71.06,C11,Dorchester
3666,42.32,-71.1,E13,Jamaica Plain
3667,42.35,-71.15,D14,Brighton
3668,42.29,-71.07,B3,Mattapan
3669,42.28,-71.07,C11,Dorchester
3670,42.28,-71.12,E18,Hyde Park
3671,42.31,-71.07,C11,Dorchester
3672,42.32,-71.06,B2,Roxbury
3673,42.33,-71.07,C6,South Boston
3674,42.29,-71.15,E5,West Roxbury
3675,42.27,-71.13,E18,Hyde Park
3676,42.35,-71.07,D4,South End
3677,42.39,-71.01,A7,East Boston
3678,42.34,-71.08,D4,South End
3679,42.27,-71.13,E18,Hyde Park
3680,42.33,-71.03,C6,South Boston
3681,42.33,-71.06,C6,South Boston
3682,42.38,-71.05,A15,Charlestown
3683,42.34,-71.08,D4,South End
3684,42.36,-71.06,A1,Downtown?
3685,42.3,-71.06,C11,Dorchester
3686,42.32,-71.07,B2,Roxbury
3687,,,D4,South End
3688,42.29,-71.08,B3,Mattapan
3689,42.36,-71.05,A1,Downtown?
3690,42.33,-71.1,B2,Roxbury
3691,42.32,-71.06,C11,Dorchester
3692,42.34,-71.1,D4,South End
3693,42.32,-71.08,B2,Roxbury
3694,42.34,-71.15,D14,Brighton
3695,42.29,-71.13,E5,West Roxbury
3696,42.32,-71.1,E13,Jamaica Plain
3697,42.35,-71.07,D4,South End
3698,42.31,-71.08,B2,Roxbury
3699,,,A1,Downtown?
3700,42.33,-71.04,C6,South Boston
3701,42.36,-71.07,A1,Downtown?
3702,42.35,-71.17,D14,Brighton
3703,42.38,-71.03,A7,East Boston
3704,42.36,-71.03,A7,East Boston
3705,42.28,-71.08,B3,Mattapan
3706,42.26,-71.15,E5,West Roxbury
3707,42.32,-71.08,B2,Roxbury
3708,,,A15,Charlestown
3709,42.34,-71.08,D4,South End
3710,42.33,-71.05,C6,South Boston
3711,42.35,-71.15,D14,Brighton
3712,42.32,-71.08,B2,Roxbury
3713,42.37,-71.04,A7,East Boston
3714,42.27,-71.1,B3,Mattapan
3715,42.34,-71.06,C6,South Boston
3716,42.33,-71.08,B2,Roxbury
3717,42.29,-71.09,B3,Mattapan
3718,42.3,-71.06,C11,Dorchester
3719,42.34,-71.06,C6,South Boston
3720,42.34,-71.15,D14,Brighton
3721,42.27,-71.1,B3,Mattapan
3722,42.36,-71.13,D14,Brighton
3723,42.37,-71.05,A1,Downtown?
3724,42.26,-71.12,E18,Hyde Park
3725,42.37,-71.06,A1,Downtown?
3726,42.28,-71.07,C11,Dorchester
3727,42.32,-71.06,C11,Dorchester
3728,42.3,-71.13,E5,West Roxbury
3729,42.3,-71.06,C11,Dorchester
3730,42.33,-71.07,C6,South Boston
3731,,,D4,South End
3732,,,B2,Roxbury
3733,42.27,-71.1,E18,Hyde Park
3734,42.34,-71.05,C6,South Boston
3735,,,E5,West Roxbury
3736,42.29,-71.12,E5,West Roxbury
3737,42.38,-71.04,A7,East Boston
3738,42.34,-71.07,D4,South End
3739,42.33,-71.11,B2,Roxbury
3740,42.32,-71.11,E13,Jamaica Plain
3741,42.35,-71.08,D4,South End
3742,42.31,-71.12,E13,Jamaica Plain
3743,42.33,-71.05,C6,South Boston
3744,42.31,-71.09,B2,Roxbury
3745,42.34,-71.07,D4,South End
3746,42.34,-71.03,C6,South Boston
3747,42.3,-71.07,C11,Dorchester
3748,42.27,-71.1,B3,Mattapan
3749,42.31,-71.09,B2,Roxbury
3750,42.29,-71.06,C11,Dorchester
3751,42.38,-71.03,A7,East Boston
3752,42.29,-71.16,E5,West Roxbury
3753,42.32,-71.08,B2,Roxbury
3754,42.29,-71.06,C11,Dorchester
3755,42.3,-71.09,B3,Mattapan
3756,42.31,-71.08,C11,Dorchester
3757,42.27,-71.09,B3,Mattapan
3758,42.29,-71.06,C11,Dorchester
3759,42.3,-71.07,C11,Dorchester
3760,,,A1,Downtown?
3761,42.29,-71.15,E5,West Roxbury
3762,42.27,-71.13,E18,Hyde Park
3763,42.26,-71.16,E5,West Roxbury
3764,42.28,-71.12,E18,Hyde Park
3765,42.28,-71.06,C11,Dorchester
3766,42.31,-71.1,E13,Jamaica Plain
3767,42.34,-71.07,D4,South End
3768,42.34,-71.07,D4,South End
3769,42.35,-71.09,D4,South End
3770,42.36,-71.05,A1,Downtown?
3771,42.34,-71.15,D14,Brighton
3772,42.28,-71.12,E18,Hyde Park
3773,42.34,-71.08,D4,South End
3774,42.31,-71.07,C11,Dorchester
3775,42.32,-71.09,B2,Roxbury
3776,42.36,-71.06,A1,Downtown?
3777,42.29,-71.07,C11,Dorchester
3778,42.34,-71.08,D4,South End
3779,42.29,-71.06,C11,Dorchester
3780,42.35,-71.13,D14,Brighton
3781,42.35,-71.16,D14,Brighton
3782,42.32,-71.08,B2,Roxbury
3783,42.31,-71.09,B2,Roxbury
3784,42.38,-71.03,A7,East Boston
3785,42.32,-71.05,C11,Dorchester
3786,42.36,-71.06,A1,Downtown?
3787,42.33,-71.08,B2,Roxbury
3788,42.33,-71.08,B2,Roxbury
3789,42.33,-71.05,C6,South Boston
3790,42.37,-71.04,A7,East Boston
3791,42.32,-71.08,B2,Roxbury
3792,42.31,-71.07,C11,Dorchester
3793,42.28,-71.07,B3,Mattapan
3794,42.38,-71.06,A15,Charlestown
3795,42.31,-71.11,E13,Jamaica Plain
3796,,,D4,South End
3797,,,C6,South Boston
3798,42.38,-71.03,A7,East Boston
3799,42.35,-71.08,D4,South End
3800,42.38,-71.03,A7,East Boston
3801,42.36,-71.07,A1,Downtown?
3802,42.29,-71.09,B3,Mattapan
3803,,,B3,Mattapan
3804,42.31,-71.11,E13,Jamaica Plain
3805,,,D4,South End
3806,42.28,-71.12,E18,Hyde Park
3807,42.29,-71.06,C11,Dorchester
3808,42.34,-71.08,D4,South End
3809,42.28,-71.13,E5,West Roxbury
3810,42.33,-71.1,B2,Roxbury
3811,42.33,-71.05,C6,South Boston
3812,42.33,-71.06,C6,South Boston
3813,42.38,-71.06,A15,Charlestown
3814,42.32,-71.07,B2,Roxbury
3815,42.32,-71.1,E13,Jamaica Plain
3816,42.33,-71.1,B2,Roxbury
3817,42.3,-71.11,E13,Jamaica Plain
3818,42.33,-71.1,B2,Roxbury
3819,42.29,-71.13,E5,West Roxbury
3820,42.29,-71.09,B3,Mattapan
3821,42.34,-71.1,B2,Roxbury
3822,42.35,-71.05,C6,South Boston
3823,42.3,-71.06,C11,Dorchester
3824,42.26,-71.13,E18,Hyde Park
3825,42.31,-71.08,B3,Mattapan
3826,42.3,-71.07,B3,Mattapan
3827,42.29,-71.08,B3,Mattapan
3828,42.35,-71.17,D14,Brighton
3829,42.27,-71.09,B3,Mattapan
3830,42.29,-71.12,E5,West Roxbury
3831,42.34,-71.08,D4,South End
3832,42.36,-71.06,A1,Downtown?
3833,42.34,-71.08,D4,South End
3834,42.39,-71.01,A7,East Boston
3835,42.36,-71.13,D14,Brighton
3836,42.33,-71.05,C6,South Boston
3837,42.29,-71.14,E5,West Roxbury
3838,42.28,-71.05,C11,Dorchester
3839,42.38,-71.05,A15,Charlestown
3840,,,B2,Roxbury
3841,42.28,-71.07,C11,Dorchester
3842,42.32,-71.09,B2,Roxbury
3843,42.24,-71.13,E18,Hyde Park
3844,42.29,-71.14,E5,West Roxbury
3845,42.28,-71.14,E5,West Roxbury
3846,42.36,-71.07,A1,Downtown?
3847,42.31,-71.1,E13,Jamaica Plain
3848,42.3,-71.08,B3,Mattapan
3849,42.29,-71.09,B3,Mattapan
3850,42.32,-71.06,C6,South Boston
3851,42.33,-71.08,B2,Roxbury
3852,42.29,-71.13,E5,West Roxbury
3853,42.26,-71.12,E18,Hyde Park
3854,42.37,-71.04,A7,East Boston
3855,42.31,-71.05,C11,Dorchester
3856,,,D4,South End
3857,42.28,-71.08,B3,Mattapan
3858,42.33,-71.05,C6,South Boston
3859,42.34,-71.08,D4,South End
3860,42.26,-71.15,E5,West Roxbury
3861,42.32,-71.08,B2,Roxbury
3862,42.26,-71.12,E18,Hyde Park
3863,42.32,-71.05,C11,Dorchester
3864,42.32,-71.08,B2,Roxbury
3865,42.34,-71.09,D4,South End
3866,42.31,-71.1,E13,Jamaica Plain
3867,42.27,-71.12,E18,Hyde Park
3868,42.39,-71.0,A7,East Boston
3869,42.35,-71.14,D14,Brighton
3870,42.36,-71.06,A1,Downtown?
3871,42.36,-71.06,A1,Downtown?
3872,42.32,-71.12,E13,Jamaica Plain
3873,42.29,-71.06,C11,Dorchester
3874,42.33,-71.05,C6,South Boston
3875,42.29,-71.08,B3,Mattapan
3876,42.32,-71.09,B2,Roxbury
3877,42.34,-71.08,D4,South End
3878,42.29,-71.05,C11,Dorchester
3879,42.36,-71.05,A1,Downtown?
3880,42.33,-71.1,B2,Roxbury
3881,42.36,-71.05,A1,Downtown?
3882,42.35,-71.07,D4,South End
3883,42.36,-71.14,D14,Brighton
3884,42.3,-71.08,B3,Mattapan
3885,42.32,-71.08,B2,Roxbury
3886,42.35,-71.05,A1,Downtown?
3887,42.33,-71.03,C6,South Boston
3888,42.28,-71.05,C11,Dorchester
3889,42.34,-71.15,D14,Brighton
3890,42.28,-71.07,C11,Dorchester
3891,42.29,-71.09,B3,Mattapan
3892,42.28,-71.07,C11,Dorchester
3893,42.28,-71.05,C11,Dorchester
3894,42.28,-71.16,E5,West Roxbury
3895,42.31,-71.1,E13,Jamaica Plain
3896,42.34,-71.08,D4,South End
3897,42.32,-71.11,E13,Jamaica Plain
3898,42.32,-71.07,B2,Roxbury
3899,42.36,-71.07,A1,Downtown?
3900,42.32,-71.08,B2,Roxbury
3901,,,B2,Roxbury
3902,42.3,-71.06,C11,Dorchester
3903,42.38,-71.07,A15,Charlestown
3904,42.29,-71.09,B3,Mattapan
3905,42.27,-71.07,C11,Dorchester
3906,42.36,-71.05,A1,Downtown?
3907,42.33,-71.06,C6,South Boston
3908,42.33,-71.1,B2,Roxbury
3909,42.32,-71.08,B2,Roxbury
3910,42.3,-71.07,C11,Dorchester
3911,42.35,-71.06,A1,Downtown?
3912,42.35,-71.06,A1,Downtown?
3913,42.35,-71.04,C6,South Boston
3914,42.29,-71.06,C11,Dorchester
3915,42.35,-71.08,D4,South End
3916,42.32,-71.1,E13,Jamaica Plain
3917,42.3,-71.07,C11,Dorchester
3918,42.35,-71.06,A1,Downtown?
3919,42.28,-71.05,C11,Dorchester
3920,42.27,-71.11,E18,Hyde Park
3921,42.32,-71.09,B2,Roxbury
3922,42.31,-71.1,E13,Jamaica Plain
3923,42.28,-71.07,C11,Dorchester
3924,42.28,-71.16,E5,West Roxbury
3925,42.27,-71.1,E18,Hyde Park
3926,42.34,-71.02,C6,South Boston
3927,42.35,-71.06,A1,Downtown?
3928,42.33,-71.1,B2,Roxbury
3929,42.33,-71.07,C6,South Boston
3930,,,B3,Mattapan
3931,42.31,-71.07,C11,Dorchester
3932,42.33,-71.05,C6,South Boston
3933,42.32,-71.07,B2,Roxbury
3934,42.32,-71.11,E13,Jamaica Plain
3935,42.33,-71.06,C6,South Boston
3936,42.27,-71.14,E5,West Roxbury
3937,42.33,-71.09,B2,Roxbury
3938,42.35,-71.13,D14,Brighton
3939,42.29,-71.06,C11,Dorchester
3940,42.35,-71.14,D14,Brighton
3941,42.3,-71.05,C11,Dorchester
3942,,,D14,Brighton
3943,42.29,-71.05,C11,Dorchester
3944,42.28,-71.05,C11,Dorchester
3945,42.33,-71.08,B2,Roxbury
3946,42.3,-71.05,C11,Dorchester
3947,42.36,-71.07,A1,Downtown?
3948,42.33,-71.05,C6,South Boston
3949,42.29,-71.14,E5,West Roxbury
3950,42.32,-71.1,E13,Jamaica Plain
3951,42.29,-71.12,E5,West Roxbury
3952,42.3,-71.08,B3,Mattapan
3953,42.35,-71.08,D4,South End
3954,42.28,-71.14,E5,West Roxbury
3955,42.27,-71.12,E18,Hyde Park
3956,42.34,-71.03,C6,South Boston
3957,,,C6,South Boston
3958,42.27,-71.09,B3,Mattapan
3959,42.32,-71.08,B2,Roxbury
3960,42.31,-71.08,B2,Roxbury
3961,42.25,-71.12,E18,Hyde Park
3962,42.29,-71.09,B3,Mattapan
3963,42.35,-71.08,D4,South End
3964,42.26,-71.16,E5,West Roxbury
3965,42.34,-71.03,C6,South Boston
3966,42.28,-71.09,B3,Mattapan
3967,42.35,-71.07,A1,Downtown?
3968,42.29,-71.06,C11,Dorchester
3969,42.29,-71.05,C11,Dorchester
3970,42.26,-71.12,E18,Hyde Park
3971,42.35,-71.12,D14,Brighton
3972,42.33,-71.08,B2,Roxbury
3973,42.31,-71.09,B2,Roxbury
3974,42.33,-71.07,B2,Roxbury
3975,42.3,-71.11,E13,Jamaica Plain
3976,42.36,-71.07,A1,Downtown?
3977,42.33,-71.04,C6,South Boston
3978,42.33,-71.1,B2,Roxbury
3979,42.24,-71.14,E18,Hyde Park
3980,42.33,-71.08,B2,Roxbury
3981,42.37,-71.06,A1,Downtown?
3982,42.29,-71.05,C11,Dorchester
3983,42.33,-71.09,B2,Roxbury
3984,42.32,-71.09,B2,Roxbury
3985,42.3,-71.06,C11,Dorchester
3986,,,A1,Downtown?
3987,42.28,-71.1,B3,Mattapan
3988,42.26,-71.12,E18,Hyde Park
3989,42.38,-71.03,A7,East Boston
3990,42.38,-71.04,A7,East Boston
3991,42.36,-71.13,D14,Brighton
3992,42.35,-71.06,A1,Downtown?
3993,42.33,-71.08,B2,Roxbury
3994,42.38,-71.03,A7,East Boston
3995,,,C11,Dorchester
3996,42.32,-71.1,B2,Roxbury
3997,42.33,-71.08,B2,Roxbury
3998,42.28,-71.08,B3,Mattapan
3999,42.32,-71.09,B2,Roxbury
4000,42.31,-71.08,B2,Roxbury
4001,42.38,-71.07,A15,Charlestown
4002,42.37,-71.04,A7,East Boston
4003,42.29,-71.12,E5,West Roxbury
4004,42.33,-71.06,C6,South Boston
4005,42.32,-71.04,C6,South Boston
4006,42.39,-71.07,A15,Charlestown
4007,42.29,-71.13,E5,West Roxbury
4008,42.35,-71.14,D14,Brighton
4009,42.34,-71.07,D4,South End
4010,42.32,-71.1,E13,Jamaica Plain
4011,42.37,-71.04,A7,East Boston
4012,,,B2,Roxbury
4013,42.25,-71.13,E18,Hyde Park
4014,42.23,-71.13,E18,Hyde Park
4015,42.35,-71.06,A1,Downtown?
4016,-1.0,-1.0,,
4017,42.32,-71.05,C11,Dorchester
4018,42.35,-71.05,C6,South Boston
4019,42.3,-71.08,B3,Mattapan
4020,42.32,-71.1,B2,Roxbury
4021,,,C11,Dorchester
4022,42.27,-71.1,B3,Mattapan
4023,42.32,-71.1,E13,Jamaica Plain
4024,42.35,-71.06,A1,Downtown?
4025,,,C11,Dorchester
4026,42.32,-71.08,B2,Roxbury
4027,42.35,-71.14,D14,Brighton
4028,42.31,-71.08,C11,Dorchester
4029,42.28,-71.05,C11,Dorchester
4030,42.33,-71.03,C6,South Boston
4031,42.35,-71.14,D14,Brighton
4032,42.29,-71.09,B3,Mattapan
4033,42.3,-71.07,C11,Dorchester
4034,42.35,-71.07,D4,South End
4035,,,D4,South End
4036,42.32,-71.1,E13,Jamaica Plain
4037,42.28,-71.07,C11,Dorchester
4038,42.35,-71.04,C6,South Boston
4039,42.34,-71.07,D4,South End
4040,42.28,-71.09,B3,Mattapan
4041,42.35,-71.13,D14,Brighton
4042,42.31,-71.12,E13,Jamaica Plain
4043,42.34,-71.07,D4,South End
4044,42.32,-71.07,B2,Roxbury
4045,42.36,-71.07,A1,Downtown?
4046,42.39,-71.01,A7,East Boston
4047,42.35,-71.12,D14,Brighton
4048,42.32,-71.11,E13,Jamaica Plain
4049,42.35,-71.07,A1,Downtown?
4050,42.26,-71.13,E18,Hyde Park
4051,42.3,-71.07,C11,Dorchester
4052,42.34,-71.04,C6,South Boston
4053,42.31,-71.06,C11,Dorchester
4054,,,D4,South End
4055,42.35,-71.15,D14,Brighton
4056,42.35,-71.05,C6,South Boston
4057,42.29,-71.11,E18,Hyde Park
4058,,,B2,Roxbury
4059,42.35,-71.17,D14,Brighton
4060,42.35,-71.14,D14,Brighton
4061,42.25,-71.12,E18,Hyde Park
4062,42.31,-71.06,C11,Dorchester
4063,42.32,-71.11,E13,Jamaica Plain
4064,42.33,-71.06,C6,South Boston
4065,42.35,-71.15,D14,Brighton
4066,42.3,-71.12,E13,Jamaica Plain
4067,42.29,-71.07,C11,Dorchester
4068,42.35,-71.06,A1,Downtown?
4069,42.3,-71.06,C11,Dorchester
4070,42.28,-71.09,B3,Mattapan
4071,42.25,-71.12,E18,Hyde Park
4072,42.28,-71.12,E5,West Roxbury
4073,42.36,-71.14,D14,Brighton
4074,42.32,-71.05,C11,Dorchester
4075,42.39,-71.0,A7,East Boston
4076,42.34,-71.08,D4,South End
4077,42.32,-71.07,B2,Roxbury
4078,,,B2,Roxbury
4079,42.33,-71.09,B2,Roxbury
4080,42.32,-71.06,C11,Dorchester
4081,42.35,-71.07,D4,South End
4082,42.36,-71.15,D14,Brighton
4083,42.28,-71.13,E5,West Roxbury
4084,42.27,-71.08,B3,Mattapan
4085,42.35,-71.08,D4,South End
4086,42.3,-71.06,C11,Dorchester
4087,42.33,-71.05,C6,South Boston
4088,42.35,-71.06,A1,Downtown?
4089,42.32,-71.08,B2,Roxbury
4090,42.29,-71.07,C11,Dorchester
