LOCATIONID,LAT,LON,POLICE_DISTRICT,DISTRICT
14627,-1.0,-1.0,,
14628,42.35,-71.14,E13,Jamaica Plain
14629,42.27,-71.11,E18,Hyde Park
14630,,,C6,South Boston
14631,42.29,-71.04,C11,Dorchester
14632,42.36,-71.05,A1,Downtown?
14633,42.29,-71.14,E5,West Roxbury
14634,42.26,-71.13,E18,Hyde Park
14635,42.29,-71.09,B3,Mattapan
14636,42.25,-71.14,E18,Hyde Park
14637,42.29,-71.08,B3,Mattapan
14638,42.29,-71.16,E5,West Roxbury
14639,42.38,-71.03,A7,East Boston
14640,42.35,-71.09,D4,South End
14641,,,B3,Mattapan
14642,42.29,-71.08,B3,Mattapan
14643,42.37,-71.05,A1,Downtown?
14644,42.28,-71.07,C11,Dorchester
14645,42.32,-71.06,C6,South Boston
14646,,,E5,West Roxbury
14647,42.35,-71.15,D14,Brighton
14648,42.32,-71.09,B2,Roxbury
14649,42.3,-71.07,C11,Dorchester
14650,42.33,-71.05,C6,South Boston
14651,42.3,-71.11,E13,Jamaica Plain
14652,42.28,-71.13,E5,West Roxbury
14653,42.28,-71.12,E5,West Roxbury
14654,,,D14,Brighton
14655,42.29,-71.1,B3,Mattapan
14656,,,,
14657,42.38,-71.02,A7,East Boston
14658,,,A7,East Boston
14659,42.27,-71.13,E18,Hyde Park
14660,42.32,-71.04,C6,South Boston
14661,,,C11,Dorchester
14662,,,E18,Hyde Park
14663,42.35,-71.09,D4,South End
14664,42.35,-71.15,D14,Brighton
14665,,,,
14666,42.36,-71.16,D14,Brighton
14667,42.32,-71.08,B2,Roxbury
14668,42.35,-71.06,A1,Downtown?
14669,42.32,-71.06,B2,Roxbury
14670,42.27,-71.11,E18,Hyde Park
14671,42.26,-71.17,E5,West Roxbury
14672,42.31,-71.11,E13,Jamaica Plain
14673,42.31,-71.12,E13,Jamaica Plain
14674,42.29,-71.17,E5,West Roxbury
14675,42.29,-71.16,E5,West Roxbury
14676,42.28,-71.14,E5,West Roxbury
14677,42.27,-71.12,E18,Hyde Park
14678,42.35,-71.14,D14,Brighton
14679,42.28,-71.12,E18,Hyde Park
14680,42.32,-71.06,C11,Dorchester
14681,42.33,-71.05,C6,South Boston
14682,42.37,-71.03,A7,East Boston
14683,42.37,-71.06,A1,Downtown?
14684,42.35,-71.15,D14,Brighton
14685,42.33,-71.04,C6,South Boston
14686,42.34,-71.08,D4,South End
14687,42.29,-71.08,B3,Mattapan
14688,42.32,-71.1,B2,Roxbury
14689,42.35,-71.09,D4,South End
14690,42.32,-71.11,E13,Jamaica Plain
14691,42.35,-71.16,D14,Brighton
14692,42.24,-71.13,E18,Hyde Park
14693,42.29,-71.12,E5,West Roxbury
14694,42.28,-71.15,E5,West Roxbury
14695,,,C6,South Boston
14696,42.28,-71.15,E5,West Roxbury
14697,42.31,-71.08,B2,Roxbury
14698,42.38,-71.03,A7,East Boston
14699,42.29,-71.12,E5,West Roxbury
14700,42.28,-71.08,B3,Mattapan
14701,42.26,-71.16,E5,West Roxbury
14702,42.29,-71.07,C11,Dorchester
14703,42.32,-71.06,C6,South Boston
14704,42.25,-71.14,E18,Hyde Park
14705,42.33,-71.09,B2,Roxbury
14706,42.29,-71.07,C11,Dorchester
14707,42.32,-71.1,E13,Jamaica Plain
14708,42.27,-71.11,E18,Hyde Park
14709,42.33,-71.09,C11,Dorchester
14710,42.32,-71.07,B2,Roxbury
14711,42.29,-71.09,B3,Mattapan
14712,,,D4,South End
14713,42.29,-71.13,E5,West Roxbury
14714,42.29,-71.12,E13,Jamaica Plain
14715,42.31,-71.11,E13,Jamaica Plain
14716,42.33,-71.04,C6,South Boston
14717,,,C11,Dorchester
14718,42.3,-71.12,E5,West Roxbury
14719,42.3,-71.15,E5,West Roxbury
14720,42.31,-71.06,C11,Dorchester
14721,42.36,-71.03,A7,East Boston
14722,,,E18,Hyde Park
14723,42.37,-71.07,A15,Charlestown
14724,42.36,-71.06,A1,Downtown?
14725,42.31,-71.12,E13,Jamaica Plain
14726,42.32,-71.09,B2,Roxbury
14727,42.29,-71.08,B3,Mattapan
14728,42.36,-71.06,C6,South Boston
14729,42.34,-71.05,C6,South Boston
14730,42.27,-71.17,E5,West Roxbury
14731,42.29,-71.12,E18,Hyde Park
14732,,,E13,Jamaica Plain
14733,42.28,-71.15,E5,West Roxbury
14734,42.27,-71.06,C11,Dorchester
14735,42.35,-71.07,D4,South End
14736,42.28,-71.16,E5,West Roxbury
14737,42.26,-71.12,A1,Downtown?
14738,42.28,-71.08,B3,Mattapan
14739,42.32,-71.09,B2,Roxbury
14740,42.27,-71.1,B3,Mattapan
14741,42.33,-71.04,C6,South Boston
14742,42.35,-71.1,D4,South End
14743,,,E13,Jamaica Plain
14744,42.29,-71.14,E5,West Roxbury
14745,42.36,-71.05,A1,Downtown?
14746,42.35,-71.14,D14,Brighton
14747,,,E5,West Roxbury
14748,42.3,-71.06,C11,Dorchester
14749,42.38,-71.06,A15,Charlestown
14750,42.27,-71.1,,
14751,42.28,-71.14,E5,West Roxbury
14752,42.36,-71.07,A1,Downtown?
14753,42.26,-71.15,E5,West Roxbury
14754,42.35,-71.12,D14,Brighton
14755,42.39,-71.0,A7,East Boston
14756,42.33,-71.07,B2,Roxbury
14757,42.3,-71.08,B3,Mattapan
14758,42.27,-71.13,E18,Hyde Park
14759,42.3,-71.07,C11,Dorchester
14760,42.28,-71.04,C11,Dorchester
14761,42.31,-71.12,E13,Jamaica Plain
14762,42.29,-71.05,C11,Dorchester
14763,42.33,-71.03,C6,South Boston
14764,,,E13,Jamaica Plain
14765,42.28,-71.08,B3,Mattapan
14766,42.3,-71.16,E5,West Roxbury
14767,42.34,-71.09,D4,South End
14768,42.37,-71.05,A1,Downtown?
14769,42.33,-71.1,B2,Roxbury
14770,42.35,-71.08,D4,South End
14771,42.36,-71.06,A1,Downtown?
14772,42.35,-71.04,C6,South Boston
14773,42.31,-71.08,B2,Roxbury
14774,42.33,-71.1,,
14775,42.35,-71.09,,
14776,42.38,-71.06,A15,Charlestown
14777,42.36,-71.13,D14,Brighton
14778,42.29,-71.06,C11,Dorchester
14779,,,,
14780,42.37,-71.06,A1,Downtown?
14781,,,C11,Dorchester
14782,42.27,-71.12,E18,Hyde Park
14783,42.29,-71.06,C11,Dorchester
14784,42.28,-71.05,C11,Dorchester
14785,42.34,-71.03,C6,South Boston
14786,42.32,-71.07,B2,Roxbury
14787,42.28,-71.13,E5,West Roxbury
14788,42.34,-71.09,D4,South End
14789,42.3,-71.11,E13,Jamaica Plain
14790,42.31,-71.11,E13,Jamaica Plain
14791,42.36,-71.05,A1,Downtown?
14792,42.38,-71.06,A15,Charlestown
14793,42.38,-71.06,A15,Charlestown
14794,42.32,-71.08,B2,Roxbury
14795,42.29,-71.17,E5,West Roxbury
14796,42.38,-71.02,A7,East Boston
14797,42.29,-71.16,E5,West Roxbury
14798,42.29,-71.16,E5,West Roxbury
14799,,,A1,Downtown?
14800,42.35,-71.07,A1,Downtown?
14801,42.28,-71.07,C11,Dorchester
14802,42.31,-71.07,C11,Dorchester
14803,42.3,-71.06,C11,Dorchester
14804,42.29,-71.08,B3,Mattapan
14805,42.36,-71.06,A1,Downtown?
14806,42.36,-71.07,A1,Downtown?
14807,42.26,-71.16,E5,West Roxbury
14808,42.38,-71.06,A15,Charlestown
14809,42.35,-71.07,D4,South End
14810,42.28,-71.12,E5,West Roxbury
14811,42.34,-71.07,D4,South End
14812,42.33,-71.11,B2,Roxbury
14813,42.28,-71.17,E5,West Roxbury
14814,42.27,-71.1,B3,Mattapan
14815,42.28,-71.15,E5,West Roxbury
14816,42.38,-71.07,A15,Charlestown
14817,,,B2,Roxbury
14818,42.31,-71.1,E13,Jamaica Plain
14819,,,D14,Brighton
14820,42.31,-71.12,E13,Jamaica Plain
14821,42.32,-71.06,C11,Dorchester
14822,42.28,-71.14,E5,West Roxbury
14823,42.27,-71.08,B3,Mattapan
14824,42.34,-71.04,C6,South Boston
14825,42.27,-71.15,E5,West Roxbury
14826,,,,
14827,42.34,-71.08,D4,South End
14828,42.39,-71.01,A7,East Boston
14829,42.26,-71.12,E18,Hyde Park
14830,42.31,-71.05,C11,Dorchester
14831,,,C6,South Boston
14832,42.29,-71.07,B3,Mattapan
14833,,,D4,South End
14834,42.33,-71.1,E13,Jamaica Plain
14835,42.27,-71.13,E5,West Roxbury
14836,42.32,-71.06,C11,Dorchester
14837,42.29,-71.17,E5,West Roxbury
14838,42.27,-71.17,E5,West Roxbury
14839,42.37,-71.04,A7,East Boston
14840,42.36,-71.14,D14,Brighton
14841,42.33,-71.04,C6,South Boston
14842,42.35,-71.06,A1,Downtown?
14843,42.29,-71.05,C11,Dorchester
14844,42.32,-71.07,B2,Roxbury
14845,42.36,-71.07,A1,Downtown?
14846,42.28,-71.06,C11,Dorchester
14847,42.35,-71.09,D4,South End
14848,42.32,-71.07,B2,Roxbury
14849,42.24,-71.14,E18,Hyde Park
14850,42.32,-71.06,C11,Dorchester
14851,42.36,-71.06,A1,Downtown?
14852,42.34,-71.05,C6,South Boston
14853,42.37,-71.05,A1,Downtown?
14854,42.28,-71.06,C11,Dorchester
14855,42.33,-71.1,B2,Roxbury
14856,42.38,-71.07,A15,Charlestown
14857,42.27,-71.08,B3,Mattapan
14858,42.3,-71.07,C11,Dorchester
14859,42.32,-71.11,E13,Jamaica Plain
14860,,,D14,Brighton
14861,42.34,-71.07,D4,South End
14862,42.33,-71.05,C6,South Boston
14863,42.27,-71.1,D4,South End
14864,42.3,-71.13,B2,Roxbury
14865,42.38,-71.0,A7,East Boston
14866,42.28,-71.13,E5,West Roxbury
14867,42.31,-71.09,,
14868,42.38,-71.08,A15,Charlestown
14869,42.35,-71.13,D14,Brighton
14870,42.26,-71.13,E18,Hyde Park
14871,42.29,-71.15,E5,West Roxbury
14872,42.32,-71.08,B2,Roxbury
14873,42.35,-71.17,D14,Brighton
14874,,,D14,Brighton
14875,42.33,-71.1,B2,Roxbury
14876,,,B3,Mattapan
14877,42.33,-71.04,C6,South Boston
14878,42.31,-71.12,E13,Jamaica Plain
14879,42.36,-71.06,E5,West Roxbury
14880,42.28,-71.14,E5,West Roxbury
14881,42.35,-71.15,D14,Brighton
14882,42.28,-71.14,E5,West Roxbury
14883,42.35,-71.16,D14,Brighton
14884,42.35,-71.13,D14,Brighton
14885,42.29,-71.15,E5,West Roxbury
14886,42.35,-71.17,D14,Brighton
14887,42.29,-71.05,C11,Dorchester
14888,42.36,-71.07,,
14889,,,A7,East Boston
14890,42.34,-71.07,D4,South End
14891,42.33,-71.05,C6,South Boston
14892,42.31,-71.11,E13,Jamaica Plain
14893,42.38,-71.07,A15,Charlestown
14894,42.27,-71.11,E18,Hyde Park
14895,42.29,-71.04,C11,Dorchester
14896,,,E13,Jamaica Plain
14897,42.38,-71.06,D4,South End
14898,42.29,-71.07,C11,Dorchester
14899,42.29,-71.05,C11,Dorchester
14900,42.26,-71.11,E18,Hyde Park
14901,42.37,-71.04,A7,East Boston
14902,42.37,-71.04,A7,East Boston
14903,42.32,-71.07,B2,Roxbury
14904,42.26,-71.14,E18,Hyde Park
14905,42.33,-71.04,C6,South Boston
14906,42.28,-71.13,E5,West Roxbury
14907,42.28,-71.09,B3,Mattapan
14908,42.24,-71.14,E18,Hyde Park
14909,42.29,-71.16,E5,West Roxbury
14910,42.27,-71.11,E18,Hyde Park
14911,42.29,-71.14,E5,West Roxbury
14912,42.33,-71.07,B2,Roxbury
14913,,,B2,Roxbury
14914,,,D4,South End
14915,42.32,-71.06,C11,Dorchester
14916,42.35,-71.07,A1,Downtown?
14917,42.32,-71.07,B2,Roxbury
14918,42.34,-71.08,D4,South End
14919,42.27,-71.16,E5,West Roxbury
14920,42.33,-71.05,C6,South Boston
14921,42.31,-71.1,E13,Jamaica Plain
14922,42.29,-71.1,,
14923,42.35,-71.15,D14,Brighton
14924,42.26,-71.11,E18,Hyde Park
14925,42.27,-71.15,E5,West Roxbury
14926,42.28,-71.07,C11,Dorchester
14927,42.31,-71.1,E13,Jamaica Plain
14928,42.3,-71.15,E5,West Roxbury
14929,42.28,-71.16,E5,West Roxbury
14930,42.33,-71.11,B2,Roxbury
14931,42.29,-71.1,B3,Mattapan
14932,42.35,-71.14,D14,Brighton
14933,42.29,-71.15,E5,West Roxbury
14934,,,,
14935,42.34,-71.03,C6,South Boston
14936,42.28,-71.08,B3,Mattapan
14937,42.33,-71.04,C6,South Boston
14938,42.26,-71.16,E5,West Roxbury
14939,42.26,-71.12,E18,Hyde Park
14940,,,C6,South Boston
14941,42.3,-71.05,C11,Dorchester
14942,42.3,-71.05,C11,Dorchester
14943,42.34,-71.08,D4,South End
14944,42.32,-71.08,B2,Roxbury
14945,42.29,-71.09,B3,Mattapan
14946,42.29,-71.14,E5,West Roxbury
14947,42.32,-71.06,C11,Dorchester
14948,-1.0,-1.0,,
14949,42.38,-71.02,A7,East Boston
14950,42.36,-71.07,A1,Downtown?
14951,42.29,-71.13,E5,West Roxbury
14952,42.32,-71.09,B2,Roxbury
14953,42.28,-71.07,C11,Dorchester
14954,42.39,-71.01,A7,East Boston
14955,42.35,-71.16,D14,Brighton
14956,,,E13,Jamaica Plain
14957,42.33,-71.03,C6,South Boston
14958,42.3,-71.13,E13,Jamaica Plain
14959,42.28,-71.07,C11,Dorchester
14960,42.33,-71.1,B2,Roxbury
14961,42.32,-71.07,B2,Roxbury
14962,42.38,-71.06,A15,Charlestown
14963,42.28,-71.08,B3,Mattapan
14964,-1.0,-1.0,,
14965,42.27,-71.08,B3,Mattapan
14966,42.29,-71.12,E13,Jamaica Plain
14967,42.34,-71.08,D4,South End
14968,42.36,-71.13,D14,Brighton
14969,,,B3,Mattapan
14970,42.36,-71.07,A1,Downtown?
14971,42.36,-71.13,D14,Brighton
14972,42.29,-71.06,C11,Dorchester
14973,42.35,-71.06,A1,Downtown?
14974,42.28,-71.08,B3,Mattapan
14975,42.36,-71.16,D14,Brighton
14976,42.37,-71.06,A1,Downtown?
14977,42.33,-71.05,C6,South Boston
14978,42.28,-71.16,E5,West Roxbury
14979,42.27,-71.11,E18,Hyde Park
14980,42.34,-71.09,D4,South End
14981,42.32,-71.05,C6,South Boston
14982,42.33,-71.08,B2,Roxbury
14983,42.32,-71.1,B2,Roxbury
14984,42.25,-71.12,E18,Hyde Park
14985,42.37,-71.03,A7,East Boston
14986,42.28,-71.07,B3,Mattapan
14987,42.34,-71.06,C6,South Boston
14988,42.32,-71.11,E13,Jamaica Plain
14989,42.35,-71.06,A1,Downtown?
14990,42.37,-71.05,A1,Downtown?
14991,42.32,-71.07,B2,Roxbury
14992,42.27,-71.13,E18,Hyde Park
14993,42.31,-71.1,E13,Jamaica Plain
14994,42.33,-71.09,B2,Roxbury
14995,,,E18,Hyde Park
14996,42.27,-71.11,E18,Hyde Park
14997,42.34,-71.11,B2,Roxbury
14998,42.29,-71.12,E13,Jamaica Plain
14999,42.3,-71.08,C11,Dorchester
15000,42.38,-71.04,A7,East Boston
15001,42.29,-71.06,A1,Downtown?
15002,42.28,-71.12,E18,Hyde Park
15003,42.36,-71.13,D14,Brighton
15004,42.28,-71.12,E18,Hyde Park
15005,42.39,-71.08,A15,Charlestown
15006,42.36,-71.13,D14,Brighton
15007,42.31,-71.12,E13,Jamaica Plain
15008,42.37,-71.04,A7,East Boston
15009,42.34,-71.08,D4,South End
15010,42.38,-71.04,A7,East Boston
15011,42.38,-71.03,A7,East Boston
15012,42.34,-71.06,D4,South End
15013,,,D4,South End
15014,42.34,-71.09,D4,South End
15015,42.36,-71.15,E18,Hyde Park
15016,42.35,-71.06,A1,Downtown?
15017,,,,
15018,,,A1,Downtown?
15019,42.29,-71.06,C11,Dorchester
15020,42.36,-71.14,D14,Brighton
15021,,,B3,Mattapan
15022,42.32,-71.08,B2,Roxbury
15023,42.38,-71.02,A7,East Boston
15024,42.34,-71.04,C6,South Boston
15025,42.35,-71.07,D4,South End
15026,42.32,-71.11,E13,Jamaica Plain
15027,42.34,-71.1,,
15028,42.28,-71.17,E5,West Roxbury
15029,42.3,-71.08,C11,Dorchester
15030,42.28,-71.12,E5,West Roxbury
15031,,,B2,Roxbury
15032,42.35,-71.07,A1,Downtown?
15033,,,B2,Roxbury
15034,42.25,-71.13,E18,Hyde Park
15035,,,C6,South Boston
15036,42.34,-71.15,D14,Brighton
15037,42.27,-71.11,E18,Hyde Park
15038,42.29,-71.17,E5,West Roxbury
15039,42.34,-71.05,C6,South Boston
15040,42.35,-71.09,D4,South End
15041,42.28,-71.15,E5,West Roxbury
15042,42.33,-71.05,C6,South Boston
15043,42.32,-71.1,E13,Jamaica Plain
15044,42.39,-71.01,A7,East Boston
15045,-1.0,-1.0,,
15046,42.28,-71.06,C11,Dorchester
15047,42.34,-71.1,A1,Downtown?
15048,42.33,-71.04,C6,South Boston
15049,42.32,-71.04,C6,South Boston
15050,42.27,-71.1,,
15051,42.33,-71.09,B2,Roxbury
15052,42.27,-71.15,E5,West Roxbury
15053,42.26,-71.14,E18,Hyde Park
15054,42.28,-71.17,E5,West Roxbury
15055,,,B3,Mattapan
15056,42.27,-71.07,B3,Mattapan
15057,,,A15,Charlestown
15058,,,B2,Roxbury
15059,42.32,-71.07,B2,Roxbury
15060,42.36,-71.06,A1,Downtown?
15061,,,,
15062,42.32,-71.08,B2,Roxbury
15063,,,B3,Mattapan
15064,-1.0,-1.0,A15,Charlestown
15065,42.28,-71.13,E5,West Roxbury
15066,42.27,-71.11,E18,Hyde Park
15067,42.37,-71.06,A1,Downtown?
15068,,,E18,Hyde Park
15069,42.33,-71.11,B2,Roxbury
15070,42.34,-71.05,C6,South Boston
15071,42.33,-71.09,B2,Roxbury
15072,,,B2,Roxbury
15073,42.38,-71.06,A15,Charlestown
15074,42.33,-71.09,B2,Roxbury
15075,42.29,-71.07,C11,Dorchester
15076,42.29,-71.05,C11,Dorchester
15077,42.33,-71.04,C6,South Boston
15078,42.36,-71.16,D14,Brighton
15079,42.31,-71.05,C11,Dorchester
15080,42.37,-71.06,A1,Downtown?
15081,42.34,-71.08,D4,South End
15082,42.27,-71.13,E18,Hyde Park
15083,42.36,-71.14,D14,Brighton
15084,42.35,-71.07,A1,Downtown?
15085,42.34,-71.07,D4,South End
15086,42.38,-71.03,A7,East Boston
15087,42.29,-71.09,B3,Mattapan
15088,42.28,-71.09,B3,Mattapan
15089,,,A15,Charlestown
15090,,,A7,East Boston
15091,42.29,-71.06,C11,Dorchester
15092,42.32,-71.09,B2,Roxbury
15093,42.31,-71.11,E13,Jamaica Plain
15094,42.36,-71.05,A1,Downtown?
15095,42.35,-71.07,A1,Downtown?
15096,42.27,-71.1,B3,Mattapan
15097,42.29,-71.07,C11,Dorchester
15098,42.31,-71.06,C11,Dorchester
15099,42.38,-71.03,A7,East Boston
15100,42.27,-71.15,,
15101,42.28,-71.06,C11,Dorchester
15102,42.29,-71.06,C11,Dorchester
15103,42.35,-71.09,D4,South End
15104,42.3,-71.07,C11,Dorchester
15105,-1.0,-1.0,,
15106,42.34,-71.1,D4,South End
15107,42.38,-71.07,A15,Charlestown
15108,42.35,-71.07,A1,Downtown?
15109,42.38,-71.03,A7,East Boston
15110,42.31,-71.11,E13,Jamaica Plain
15111,42.33,-71.04,C6,South Boston
15112,42.26,-71.12,E18,Hyde Park
15113,42.29,-71.09,B3,Mattapan
15114,42.31,-71.12,E13,Jamaica Plain
15115,42.38,-71.07,A15,Charlestown
15116,42.35,-71.15,D14,Brighton
15117,42.38,-71.0,A7,East Boston
15118,42.27,-71.11,E18,Hyde Park
15119,,,,
15120,42.29,-71.08,B3,Mattapan
15121,42.36,-71.14,D14,Brighton
15122,42.34,-71.08,D4,South End
15123,42.35,-71.06,C6,South Boston
15124,42.28,-71.15,E5,West Roxbury
15125,42.29,-71.04,C11,Dorchester
15126,42.32,-71.11,E13,Jamaica Plain
15127,42.29,-71.16,E5,West Roxbury
15128,42.31,-71.07,B2,Roxbury
15129,42.29,-71.08,B3,Mattapan
15130,,,D4,South End
15131,,,B3,Mattapan
15132,42.32,-71.07,B2,Roxbury
15133,42.3,-71.1,E13,Jamaica Plain
15134,,,B2,Roxbury
15135,42.3,-71.07,C11,Dorchester
15136,42.29,-71.06,C11,Dorchester
15137,42.35,-71.05,C6,South Boston
15138,42.38,-71.02,A7,East Boston
15139,42.32,-71.11,E13,Jamaica Plain
15140,42.35,-71.13,D14,Brighton
15141,,,B3,Mattapan
15142,42.28,-71.12,E18,Hyde Park
15143,42.37,-71.06,A15,Charlestown
15144,-1.0,-1.0,A1,Downtown?
15145,42.33,-71.09,B2,Roxbury
15146,42.3,-71.09,E18,Hyde Park
15147,42.33,-71.1,B2,Roxbury
15148,42.27,-71.16,E5,West Roxbury
15149,42.32,-71.04,C6,South Boston
15150,42.38,-71.03,A7,East Boston
15151,42.35,-71.14,D14,Brighton
15152,42.31,-71.07,A1,Downtown?
15153,,,A15,Charlestown
15154,42.35,-71.06,A1,Downtown?
15155,42.3,-71.1,B2,Roxbury
15156,42.26,-71.12,E18,Hyde Park
15157,42.33,-71.06,B2,Roxbury
15158,42.3,-71.07,B3,Mattapan
15159,42.27,-71.1,B3,Mattapan
15160,42.32,-71.06,C11,Dorchester
15161,,,C6,South Boston
15162,42.25,-71.13,E18,Hyde Park
15163,42.27,-71.14,E5,West Roxbury
15164,42.26,-71.12,E18,Hyde Park
15165,42.35,-71.06,A1,Downtown?
15166,42.29,-71.14,E5,West Roxbury
15167,42.38,-71.03,A7,East Boston
15168,42.28,-71.13,E5,West Roxbury
15169,42.26,-71.11,E18,Hyde Park
15170,42.36,-71.06,A1,Downtown?
15171,42.32,-71.09,B2,Roxbury
15172,42.38,-71.06,A15,Charlestown
15173,42.28,-71.12,E5,West Roxbury
15174,,,B3,Mattapan
15175,42.3,-71.07,C11,Dorchester
15176,42.33,-71.05,C6,South Boston
15177,42.26,-71.16,E5,West Roxbury
15178,-1.0,-1.0,,
15179,42.37,-71.04,A7,East Boston
15180,,,A7,East Boston
15181,42.32,-71.09,B2,Roxbury
15182,42.38,-71.05,A15,Charlestown
15183,42.35,-71.12,D14,Brighton
15184,42.28,-71.15,E5,West Roxbury
15185,42.35,-71.08,D4,South End
15186,42.35,-71.16,D14,Brighton
15187,42.3,-71.07,C11,Dorchester
15188,42.37,-71.06,A15,Charlestown
15189,42.35,-71.17,D14,Brighton
15190,42.31,-71.1,E13,Jamaica Plain
15191,42.29,-71.13,E5,West Roxbury
15192,42.33,-71.08,D4,South End
15193,42.33,-71.03,C6,South Boston
15194,42.31,-71.11,E13,Jamaica Plain
15195,42.33,-71.04,C6,South Boston
15196,42.35,-71.14,D14,Brighton
15197,42.33,-71.1,B2,Roxbury
15198,42.35,-71.15,D14,Brighton
15199,42.32,-71.08,B2,Roxbury
15200,42.34,-71.08,D4,South End
15201,42.28,-71.05,C11,Dorchester
15202,42.36,-71.07,A1,Downtown?
15203,42.35,-71.07,C11,Dorchester
15204,42.32,-71.09,B2,Roxbury
15205,42.32,-71.09,B2,Roxbury
15206,42.34,-71.04,C6,South Boston
15207,42.29,-71.11,E13,Jamaica Plain
15208,42.3,-71.07,C11,Dorchester
15209,42.35,-71.16,D14,Brighton
15210,42.25,-71.11,E18,Hyde Park
15211,42.28,-71.13,E5,West Roxbury
15212,42.36,-71.12,D14,Brighton
15213,42.33,-71.09,B2,Roxbury
15214,42.3,-71.08,B3,Mattapan
15215,42.38,-71.05,A15,Charlestown
15216,42.32,-71.09,B2,Roxbury
15217,42.29,-71.17,E5,West Roxbury
15218,42.37,-71.06,A1,Downtown?
15219,42.34,-71.06,C6,South Boston
15220,42.3,-71.06,C11,Dorchester
15221,42.33,-71.04,C6,South Boston
15222,42.26,-71.13,E18,Hyde Park
15223,,,C6,South Boston
15224,42.32,-71.11,E13,Jamaica Plain
15225,42.25,-71.11,E18,Hyde Park
15226,42.32,-71.11,E13,Jamaica Plain
15227,42.35,-71.13,D14,Brighton
15228,,,E13,Jamaica Plain
15229,42.29,-71.05,C11,Dorchester
15230,42.3,-71.09,B2,Roxbury
15231,42.34,-71.04,C6,South Boston
15232,42.33,-71.06,C6,South Boston
15233,42.32,-71.11,C11,Dorchester
15234,,,C6,South Boston
15235,42.33,-71.05,C6,South Boston
15236,42.38,-71.06,A15,Charlestown
15237,42.27,-71.14,E18,Hyde Park
15238,,,D4,South End
15239,,,C6,South Boston
15240,42.35,-71.06,A1,Downtown?
15241,42.3,-71.08,B3,Mattapan
15242,42.32,-71.07,C11,Dorchester
15243,42.28,-71.13,E5,West Roxbury
15244,42.35,-71.16,D14,Brighton
15245,42.28,-71.08,B3,Mattapan
15246,42.29,-71.15,E5,West Roxbury
15247,,,A15,Charlestown
15248,42.33,-71.04,C6,South Boston
15249,,,C6,South Boston
15250,42.34,-71.08,B2,Roxbury
15251,42.33,-71.1,E13,Jamaica Plain
15252,42.32,-71.07,B2,Roxbury
15253,42.29,-71.14,E5,West Roxbury
15254,42.28,-71.14,E5,West Roxbury
15255,42.3,-71.07,B3,Mattapan
15256,42.37,-71.04,A7,East Boston
15257,42.32,-71.08,B2,Roxbury
15258,42.27,-71.1,E18,Hyde Park
15259,-1.0,-1.0,,
15260,42.34,-71.07,D4,South End
15261,42.28,-71.12,E18,Hyde Park
15262,42.36,-71.15,D14,Brighton
15263,42.34,-71.05,C6,South Boston
15264,42.37,-71.04,A7,East Boston
15265,42.34,-71.09,D4,South End
15266,42.29,-71.04,C11,Dorchester
15267,42.34,-71.06,C6,South Boston
15268,42.33,-71.08,D4,South End
15269,42.25,-71.14,E18,Hyde Park
15270,42.38,-71.07,A15,Charlestown
15271,42.33,-71.09,B2,Roxbury
15272,42.28,-71.13,E5,West Roxbury
15273,42.28,-71.17,E5,West Roxbury
15274,42.29,-71.13,E5,West Roxbury
15275,42.32,-71.08,B2,Roxbury
15276,42.37,-71.03,A7,East Boston
15277,42.36,-71.15,D14,Brighton
15278,,,D4,South End
15279,42.33,-71.05,C6,South Boston
15280,42.36,-71.13,D14,Brighton
15281,42.32,-71.11,E13,Jamaica Plain
15282,42.26,-71.16,E5,West Roxbury
15283,42.32,-71.08,C11,Dorchester
15284,42.29,-71.15,E5,West Roxbury
15285,42.27,-71.16,E5,West Roxbury
15286,42.29,-71.08,B3,Mattapan
15287,42.29,-71.14,E5,West Roxbury
15288,42.37,-71.04,A7,East Boston
15289,42.37,-71.05,A1,Downtown?
15290,42.36,-71.13,D14,Brighton
15291,42.34,-71.1,D4,South End
15292,42.38,-71.07,A15,Charlestown
15293,42.23,-71.13,E18,Hyde Park
15294,42.34,-71.16,D14,Brighton
15295,42.3,-71.07,C11,Dorchester
15296,42.33,-71.09,B2,Roxbury
15297,42.3,-71.07,B3,Mattapan
15298,42.25,-71.11,E18,Hyde Park
15299,42.35,-71.13,D14,Brighton
15300,42.34,-71.16,D14,Brighton
15301,42.32,-71.06,C11,Dorchester
15302,42.26,-71.15,E5,West Roxbury
15303,42.3,-71.06,C11,Dorchester
15304,42.31,-71.07,C11,Dorchester
15305,42.25,-71.12,E18,Hyde Park
15306,,,C11,Dorchester
15307,42.29,-71.04,C11,Dorchester
15308,42.38,-71.06,A15,Charlestown
15309,42.37,-71.03,A7,East Boston
15310,42.27,-71.08,B3,Mattapan
15311,42.3,-71.05,C11,Dorchester
15312,42.34,-71.08,D4,South End
15313,42.32,-71.12,E13,Jamaica Plain
15314,42.31,-71.05,C11,Dorchester
15315,42.32,-71.11,E13,Jamaica Plain
15316,42.33,-71.1,B2,Roxbury
15317,42.29,-71.13,E5,West Roxbury
15318,42.37,-71.05,A15,Charlestown
15319,42.34,-71.03,C6,South Boston
15320,42.3,-71.13,E13,Jamaica Plain
15321,42.32,-71.08,B2,Roxbury
15322,42.37,-71.06,A1,Downtown?
